6033	Encephalitozoon
1633384	Mitosporidium
586132	Nematocida
174684	Ordospora
35235	Vavraia
1129544	Rhizophagus
4842	Rhizopus
4836	Phycomyces
299330	Lobosporangium
100474	Batrachochytrium
4815	Spizellomyces
5690	Trypanosoma
5658	Leishmania
5683	Leptomonas
5758	Entamoeba
5782	Dictyostelium
133407	Acytostelium
2058189	Heterostelium
2058187	Cavenderia
5754	Acanthamoeba
4783	Phytophthora
4780	Plasmopara
4769	Saprolegnia
100860	Aphanomyces
5748	Nannochloropsis
12967	Blastocystis
44055	Aureococcus
2849	Phaeodactylum
35127	Thalassiosira
2902	Emiliania
5761	Naegleria
55528	Guillardia
3030	Cryptomonas
77924	Hemiselmis
877559	Thecamonas
5740	Giardia
227085	Bigelowiella
561	Escherichia
570	Klebsiella
590	Salmonella
547	Enterobacter
620	Shigella
544	Citrobacter
568987	Candidatus
203804	Candidatus
1906659	Candidatus
1906657	Candidatus
1906661	Candidatus
1682492	Candidatus
1906660	Candidatus
472825	Candidatus
1302410	Candidatus
160674	Raoultella
413496	Cronobacter
83654	Leclercia
1330547	Kosakonia
401618	Candidatus
1330545	Lelliottia
158483	Cedecea
1330546	Pluralibacter
1335483	Shimwellia
82976	Buttiauxella
2055876	Metakosakonia
1048757	Candidatus
409304	Candidatus
929812	Gibbsiella
1780190	Izhakiella
1903434	Atlantibacter
579	Kluyvera
2172100	Limnobaculum
204037	Dickeya
122277	Pectobacterium
84565	Sodalis
71655	Brenneria
1082702	Lonsdalea
629	Yersinia
613	Serratia
34037	Rahnella
1964366	Nissabacter
1927833	Candidatus
1745211	Chania
53335	Pantoea
551	Erwinia
32199	Buchnera
82986	Tatumella
51228	Wigglesworthia
2100764	Mixta
583	Proteus
586	Providencia
637	Arsenophonus
581	Morganella
626	Xenorhabdus
29487	Photorhabdus
635	Edwardsiella
568	Hafnia
82982	Obesumbacterium
702	Plesiomonas
447792	Phytobacter
82984	Pragia
82980	Leminorella
286	Pseudomonas
352	Azotobacter
1849530	Oblitimonas
469	Acinetobacter
475	Moraxella
497	Psychrobacter
662	Vibrio
511678	Aliivibrio
657	Photobacterium
51366	Salinivibrio
188143	Enterovibrio
2042066	Paraphotobacterium
246861	Grimontia
338	Xanthomonas
40323	Stenotrophomonas
2370	Xylella
68	Lysobacter
83614	Luteimonas
83618	Pseudoxanthomonas
231454	Dyella
2233801	Ahniella
242605	Luteibacter
323413	Dokdonella
75309	Rhodanobacter
70411	Frateuria
53246	Pseudoalteromonas
226	Alteromonas
2742	Marinobacter
89404	Glaciecola
288793	Salinimonas
1172191	Catenovulum
1621534	Paraglaciecola
261825	Agarivorans
1751872	Lacimicrobium
22	Shewanella
2547964	Parashewanella
28228	Colwellia
1518149	Thalassotalea
1407056	Litorilituus
135575	Idiomarina
58050	Moritella
67572	Psychromonas
44011	Ferrimonas
724	Haemophilus
745	Pasteurella
75984	Mannheimia
713	Actinobacillus
416916	Aggregatibacter
2094023	Glaesserella
214906	Histophilus
476528	Bibersteinia
292486	Avibacterium
155493	Gallibacterium
697331	Basfia
445	Legionella
461	Fluoribacter
465	Tatlockia
776	Coxiella
59195	Rickettsiella
1237	Piscirickettsia
34067	Cycloclasticus
28884	Hydrogenovibrio
40222	Methylophaga
933	Thiomicrospira
2039723	Thiomicrorhabdus
262	Francisella
1869285	Allofrancisella
1021	Beggiatoa
40751	Thioploca
642	Aeromonas
129577	Oceanimonas
225143	Oceanisphaera
347533	Zobellella
43947	Tolumonas
2745	Halomonas
235572	Candidatus
114185	Candidatus
33073	Zymobacter
1495768	Candidatus
504090	Kushneria
204286	Cobetia
376488	Halotalea
404432	Salinicola
42054	Chromohalobacter
28253	Marinomonas
187492	Thalassolituus
48075	Marinobacterium
188907	Oleispira
1537406	Bacterioplanes
59753	Alcanivorax
2025617	Ketobacter
261963	Kangiella
158481	Hahella
1445504	Gynuella
231683	Saccharospirillum
230494	Reinekea
141450	Oleiphilus
305899	Endozoicomonas
1227	Nitrosococcus
53392	Thiodictyon
85072	Allochromatium
67575	Rheinheimera
156885	Thioflavicoccus
1980513	Candidatus
13724	Thiocystis
85076	Marichromatium
106633	Thioalkalivibrio
1765964	Acidihalobacter
1051	Ectothiorhodospira
85108	Halorhodospira
1335745	Spiribacter
133193	Alkalilimnicola
437504	Granulosicoccus
1860077	Sulfuriflexus
109262	Halothiobacillus
1738655	Woeseia
1676142	Wenzhouxiangella
1273155	Thiohalobacter
2034504	Sulfurivermis
655184	Candidatus
1541743	Candidatus
1608298	Thiolapillus
204619	Candidatus
349742	Sedimenticola
745410	Gallaecimonas
1524249	Pseudohongiella
2036021	Agarilytica
10	Cellvibrio
2425	Teredinibacter
316625	Saccharophagus
447467	Simiduia
1217416	Halioglobus
393661	Congregibacter
48073	Microbulbifer
630749	Spongiibacter
1084558	Oceanicoccus
1434050	Zhongshania
416	Methylomonas
39773	Methylomicrobium
73778	Methylocaldum
762296	Methylovulum
413	Methylococcus
1692042	Sulfurifustis
986106	Acidiferrobacter
1744881	Sulfuricaulis
1193503	Gilliamella
1335631	Frischella
869	Dichelobacter
2717	Cardiobacterium
413435	Solimonas
469322	Steroidobacter
180541	Salinisphaera
1934947	Immundisolibacter
379	Rhizobium
357	Agrobacterium
1525371	Neorhizobium
28105	Sinorhizobium
106591	Ensifer
323620	Shinella
34019	Liberibacter
234	Brucella
528	Ochrobactrum
374	Bradyrhizobium
85413	Bosea
1073	Rhodopseudomonas
40136	Oligotropha
911	Nitrobacter
1033	Afipia
1649510	Variibacter
407	Methylobacterium
2282523	Methylorubrum
186650	Microvirga
68287	Mesorhizobium
31988	Aminobacter
28100	Phyllobacterium
274591	Hoeflea
449972	Chelativorans
245876	Nitratireductor
1915401	Roseitalea
773	Bartonella
46913	Devosia
81	Hyphomicrobium
59282	Blastochloris
623276	Maritalea
119044	Filomicrobium
1082930	Pelagibacterium
29407	Rhodoplanes
1068	Rhodomicrobium
414371	Aureimonas
293088	Martelella
133	Methylocystis
425	Methylosinus
261933	Pleomorphomonas
196080	Terasakiella
120652	Methylocella
532	Beijerinckia
1156568	Methylovirgula
444432	Anderseniella
256616	Parvibaculum
1541445	Candidatus
1484898	Methyloceanibacter
1572860	Hartmannibacter
1734920	Pseudorhodoplanes
556257	Pseudolabrys
279	Xanthobacter
6	Azorhizobium
152053	Starkeya
28209	Chelatococcus
655352	Cohaesibacter
1406135	Breoghania
302485	Phaeobacter
1060	Rhodobacter
265	Paracoccus
60136	Sulfitobacter
875170	Celeribacter
34008	Rhodovulum
92944	Ketogulonicigenium
191028	Leisingera
1855413	Brevirhabdus
354203	Yangia
2433	Roseobacter
367771	Marinovum
366614	Haematobacter
478070	Labrenzia
1649279	Epibacterium
263377	Salipiger
360528	Pelagibaca
97050	Ruegeria
227873	Pannonibacter
299261	Tateyamaria
53945	Octadecabacter
58842	Sagittula
309512	Dinoroseobacter
436357	Thalassococcus
74030	Roseovarius
1541818	Sedimentitalea
1443919	Tabrizicola
74032	Antarctobacter
1097466	Defluviimonas
238783	Pseudorhodobacter
204456	Gemmobacter
1609958	Confluentimicrobium
285107	Thioclava
2211641	Yoonia
258255	Pseudovibrio
188905	Jannaschia
1579315	Halocynthiibacter
1759396	Marivivens
152161	Stappia
1955420	Silicimonas
119541	Rhodobaca
1648497	Boseongicola
159345	Roseibacterium
85	Hyphomonas
2723	Hirschia
74317	Maricaulis
1433402	Glycocaulis
434	Acetobacter
1434011	Komagataeibacter
441	Gluconobacter
522	Acidiphilium
125216	Roseomonas
153497	Kozakia
364409	Granulibacter
89583	Gluconacetobacter
50714	Acidisphaera
1079922	Commensalibacter
320496	Neoasaia
91914	Asaia
1602345	Parasaccharibacter
191	Azospirillum
13134	Magnetospirillum
168934	Thalassospira
171436	Tistrella
1543704	Niveispirillum
1081	Rhodospirillum
1543705	Nitrospirillum
2478349	Indioceanicola
1804663	Haematospirillum
1182780	Magnetospira
1263978	Candidatus
1612157	Pararhodospirillum
165695	Sphingobium
13687	Sphingomonas
541	Zymomonas
165697	Sphingopyxis
165696	Novosphingobium
150203	Blastomonas
1434046	Sphingorhabdus
1649486	Rhizorhabdus
335405	Sphingosinicella
72173	Citromicrobium
1041	Erythrobacter
361177	Altererythrobacter
1295327	Croceicoccus
1111	Porphyrobacter
1855416	Qipengyuania
780	Rickettsia
69474	Orientia
2115980	Candidatus
953	Wolbachia
943	Ehrlichia
768	Anaplasma
33993	Neorickettsia
411566	Candidatus
1802983	Candidatus
75	Caulobacter
41275	Brevundimonas
76890	Asticcacaulis
20	Phenylobacterium
1632780	Phreatobacter
213485	Micavibrio
991903	Polymorphum
767891	Candidatus
198251	Candidatus
2045213	Candidatus
1521255	Candidatus
1509243	Candidatus
162171	Magnetococcus
1602338	Emcibacter
208215	Parvularcula
32008	Burkholderia
106589	Cupriavidus
48736	Ralstonia
1822464	Paraburkholderia
93217	Pandoraea
44013	Polynucleobacter
2571159	Mycetohabitans
47670	Lautropia
1810868	Mycoavidus
1910924	Hydromonas
517	Bordetella
222	Achromobacter
507	Alcaligenes
29574	Taylorella
290425	Advenella
305976	Pusillimonas
152267	Pigmentiphaga
1921582	Orrella
359336	Castellaniella
1100891	Paenalcaligenes
90243	Oligella
1472344	Basilea
257820	Kerstersia
12916	Acidovorax
52972	Polaromonas
34072	Variovorax
28065	Rhodoferax
47420	Hydrogenophaga
283	Comamonas
80865	Delftia
201096	Alicycliphilus
2490452	Serpentinomonas
352450	Simplicispira
174951	Ramlibacter
219181	Ottowia
665874	Limnohabitans
1649468	Melaminivora
364316	Verminephrobacter
281915	Curvibacter
232523	Hylemonella
1436289	Candidatus
238749	Diaphorobacter
149698	Massilia
963	Herbaspirillum
29580	Janthinobacterium
202907	Collimonas
303379	Herminiimonas
846	Oxalobacter
401469	Undibacterium
32012	Thiomonas
316612	Methylibium
212743	Rhizobacter
65047	Mitsuaria
92793	Aquabacterium
93681	Roseateles
318147	Paucibacter
88	Leptothrix
28067	Rubrivivax
40544	Sutterella
482	Neisseria
59	Vitreoscilla
538	Eikenella
1654931	Crenobacter
1193515	Snodgrassella
71	Simonsiella
32257	Kingella
535	Chromobacterium
32014	Iodobacter
407217	Aquitalea
168470	Laribacter
57479	Microvirgula
568394	Pseudogulbenkiania
57739	Vogesella
187	Aquaspirillum
885864	Jeongeupia
914	Nitrosomonas
35798	Nitrosospira
81682	Methylovorus
359407	Methylotenera
1679002	Candidatus
404	Methylobacillus
16	Methylophilus
935200	Sulfuricella
1778653	Sulfuriferula
96	Gallionella
314343	Sideroxydans
1443590	Ferriphaselus
378210	Methyloversatilis
1054211	Sulfuritalea
919	Thiobacillus
1938335	Sulfuritortus
12960	Azoarcus
33057	Thauera
551759	Aromatoleum
146937	Azospira
73029	Dechloromonas
33055	Candidatus
327159	Candidatus
1381133	Candidatus
189384	Candidatus
1301080	Candidatus
194	Campylobacter
28196	Arcobacter
2321111	Aliiarcobacter
57665	Sulfurospirillum
209	Helicobacter
286130	Sulfuricurvum
202746	Sulfurimonas
843	Wolinella
269260	Nitratifractor
191291	Nautilia
1775691	Cetia
191301	Caminibacter
265570	Sulfurovum
269258	Nitratiruptor
872	Desulfovibrio
41707	Lawsonia
2035811	Pseudodesulfovibrio
898	Desulfomicrobium
45662	Desulfohalobium
28231	Geobacter
392332	Geoalkalibacter
18	Pelobacter
890	Desulfuromonas
32	Myxococcus
83461	Corallococcus
47	Archangium
42	Cystobacter
40	Stigmatella
44	Melittangium
161492	Anaeromyxobacter
1524214	Vulgatibacter
39643	Sorangium
50	Chondromyces
1882917	Pajaroellobacter
1055688	Sandaracinus
162027	Haliangium
2289	Desulfobacter
896	Desulfococcus
2295	Desulfobacterium
218207	Desulfatibacillum
28222	Desulfobacula
109168	Desulfotalea
53318	Desulfocapsa
427922	Desulfurivibrio
893	Desulfobulbus
2357	Desulfomonile
60892	Desulfobacca
43773	Syntrophus
29526	Syntrophobacter
361106	Desulfoglaeba
33001	Desulfurella
84404	Hippea
1779136	Bradymonas
453229	Desulfarculus
1902583	Candidatus
119977	Acidithiobacillus
958	Bdellovibrio
1652133	Halobacteriovorax
146784	Bacteriovorax
377315	Mariprofundus
70774	Hydrogenophilus
1386	Bacillus
129337	Geobacillus
84406	Virgibacillus
400634	Lysinibacillus
1906945	Parageobacillus
150247	Anoxybacillus
45667	Halobacillus
182709	Oceanobacillus
351195	Salimicrobium
1329200	Fictibacillus
459532	Terribacillus
175304	Lentibacillus
200903	Paraliobacillus
1055323	Aeribacillus
29331	Amphibacillus
1279	Staphylococcus
69965	Macrococcus
45669	Salinicoccus
227979	Jeotgalicoccus
2005363	Auricoccus
1637	Listeria
2755	Brochothrix
44249	Paenibacillus
55080	Brevibacillus
329857	Cohnella
55079	Aneurinibacillus
76632	Thermobacillus
1372	Planococcus
1569	Sporosarcina
648800	Solibacillus
651660	Paenisporosarcina
1649	Kurthia
157226	Jeotgalibacillus
648802	Rummeliibacillus
160795	Ureibacillus
33986	Exiguobacterium
1378	Gemella
29330	Alicyclobacillus
432330	Tumebacillus
1129704	Kyrpidia
1677050	Novibacillus
292635	Laceyella
2023	Thermoactinomyces
2077	Sporolactobacillus
1578	Lactobacillus
1253	Pediococcus
1301	Streptococcus
1357	Lactococcus
1350	Enterococcus
33969	Melissococcus
51668	Tetragenococcus
2737	Vagococcus
1243	Leuconostoc
46255	Weissella
46254	Oenococcus
2747	Carnobacterium
1470540	Jeotgalibaca
191769	Marinilactibacillus
1375	Aerococcus
1485	Clostridium
49082	Candidatus
114627	Alkaliphilus
390805	Geosporobacter
1981033	Mordavella
1769729	Hathewaya
1870884	Clostridioides
1849828	Paeniclostridium
1481960	Peptoclostridium
186831	Acetoanaerobium
44259	Filifactor
830	Butyrivibrio
1506553	Lachnoclostridium
572511	Blautia
698776	Cellulosilyticum
841	Roseburia
207244	Anaerostipes
2569097	Anaerobutyricum
2039240	Anaerotignum
1164882	Lachnoanaerobaculum
1663717	Herbinix
79206	Desulfosporosinus
36853	Desulfitobacterium
1562	Desulfotomaculum
56112	Dehalobacter
2282740	Desulfallas
2282742	Desulfofarcimen
51514	Dehalobacterium
51196	Syntrophobotulus
278993	Thermincola
471826	Candidatus
1263	Ruminococcus
253238	Ethanoligenens
216851	Faecalibacterium
1905344	Ruthenibacterium
946234	Flavonifractor
1738645	Caproiciproducens
1918385	Acutalibacter
2304692	Hungateiclostridium
2304691	Thermoclostridium
2304693	Pseudoclostridium
1508657	Ruminiclostridium
1637257	Mageeibacillus
236752	Fastidiosipila
86331	Mogibacterium
2060094	Aminipila
73918	Thermaerobacter
178898	Carboxydocella
1730	Eubacterium
33951	Acetobacterium
1392389	Intestinimonas
2039302	Monoglobus
459786	Oscillibacter
990721	Christensenella
862	Syntrophomonas
129001	Syntrophothermus
2733	Symbiobacterium
2697	Heliobacterium
1754	Thermoanaerobacter
44260	Moorella
42837	Ammonifex
499228	Tepidanaerobacter
202949	Thermanaeromonas
140458	Thermacetogenium
249529	Caldanaerobacter
129957	Carboxydothermus
44000	Caldicellulosiruptor
28895	Thermoanaerobacterium
291988	Thermosediminibacter
227388	Thermodesulfobium
252965	Mahella
2330	Halanaerobium
46466	Halocella
32636	Halothermothrix
42417	Halobacteroides
28186	Acetohalobium
1769008	Anoxybacter
375928	Natranaerobius
970	Selenomonas
158846	Megamonas
365348	Pelosinus
2093783	Methylomusa
906	Megasphaera
29465	Veillonella
39948	Dialister
909928	Negativicoccus
33024	Phascolarctobacterium
904	Acidaminococcus
162289	Peptoniphilus
543311	Parvimonas
165779	Anaerococcus
150022	Finegoldia
1161127	Murdochiella
253255	Soehngenia
1505664	Gottschalkia
165812	Sporanaerobacter
1582879	Ezakiella
1647	Erysipelothrix
1729679	Faecalibaculum
191303	Turicibacter
1573534	Faecalitalea
1505663	Erysipelatoclostridium
1930845	Ndongobacter
1676651	Limnochorda
1763	Mycobacterium
670516	Mycobacteroides
1866885	Mycolicibacterium
697025	Hoyosella
1073531	Mycolicibacter
1716	Corynebacterium
1827	Rhodococcus
1817	Nocardia
2053	Gordonia
37914	Dietzia
2060	Tsukamurella
1847725	Lawsonella
286801	Segniliparus
33882	Microbacterium
1573	Clavibacter
110932	Leifsonia
33886	Rathayibacter
69578	Cryobacterium
529883	Rhodoluna
529881	Candidatus
33877	Agromyces
2034	Curtobacterium
447237	Frondihabitans
46352	Agrococcus
1705353	Aurantimicrobium
1759331	Cnuibacter
190323	Plantibacter
518733	Microterricola
55968	Leucobacter
235888	Salinibacterium
1195526	Gryllotalpicola
76634	Mycetocola
427753	Humibacter
1434018	Lysinimonas
337004	Microcella
1434032	Pontimonas
1663	Arthrobacter
57493	Kocuria
1742993	Pseudarthrobacter
1742989	Glutamicibacter
32207	Rothia
1269	Micrococcus
169133	Citricoccus
1645	Renibacterium
1742992	Paenarthrobacter
596707	Sinomonas
2078575	Psychromicrobium
1160973	Auritidibacter
1868332	Neomicrococcus
370735	Zhihengliuella
1696	Brevibacterium
43668	Brachybacterium
472568	Devriesea
36739	Dermabacter
53357	Intrasporangium
265976	Serinicoccus
125287	Ornithinimicrobium
53457	Janibacter
367298	Phycicoccus
267408	Arsenicicoccus
157920	Cellulosimicrobium
254250	Isoptericola
228972	Xylanibacterium
186188	Xylanimonas
289244	Xylanimicrobium
1707	Cellulomonas
665568	Paraoerskovia
57495	Dermacoccus
745364	Luteipulveratus
57499	Kytococcus
947525	Miniimonas
84756	Beutenbergia
43673	Jonesia
1184606	Austwickia
1862	Dermatophilus
2038	Tropheryma
60919	Sanguibacter
154116	Georgenia
1883	Streptomyces
2063	Kitasatospora
228398	Streptacidiphilus
1678	Bifidobacterium
2701	Gardnerella
196082	Parascardovia
196081	Scardovia
1912216	Cutibacterium
1743	Propionibacterium
1912215	Acidipropionibacterium
72763	Tessaracoccus
1912217	Pseudopropionibacterium
29404	Microlunatus
1278221	Auraticoccus
203133	Propionimicrobium
1839	Nocardioides
2040	Aeromicrobium
53387	Friedmanniella
182639	Kribbella
117156	Actinopolymorpha
2044	Pimelobacter
116071	Micropruina
86795	Marmoricola
1847	Pseudonocardia
1813	Amycolatopsis
1851	Saccharomonospora
65496	Actinoalloteichus
40566	Actinosynnema
142577	Prauserella
2029	Kibdelosporangium
165301	Lentzea
43356	Kutzneria
2071	Saccharothrix
1137960	Allokutzneria
1835	Saccharopolyspora
674734	Alloactinosynnema
1654	Actinomyces
1069494	Trueperella
2529408	Schaalia
28263	Arcanobacterium
1522056	Flaviflexus
76833	Actinobaculum
1653174	Actinotignum
2050	Mobiluncus
1873	Micromonospora
1865	Actinoplanes
673534	Plantactinospora
168694	Salinispora
84593	Verrucosispora
2013	Nocardiopsis
104204	Streptomonospora
83677	Thermobifida
2000	Streptosporangium
83681	Nonomuraea
1988	Actinomadura
2019	Thermomonospora
622681	Candidatus
2039639	Candidatus
1854	Frankia
1434010	Jatrophihabitans
88138	Modestobacter
1860	Geodermatophilus
38501	Blastococcus
53460	Nakamurella
33981	Kineococcus
281472	Jiangella
414878	Catenulispora
283810	Stackebrandtia
1849	Actinopolyspora
147067	Thermobispora
28048	Acidothermus
133925	Olsenella
1935188	Libanicoccus
2082587	Parolsenella
1380	Atopobium
102106	Collinsella
33870	Coriobacterium
644652	Gordonibacter
84111	Eggerthella
84108	Slackia
447020	Adlercreutzia
79603	Denitrobacterium
84162	Cryptobacterium
1981050	Phoenicibacter
42255	Rubrobacter
908623	Euzebya
1747770	Egibacter
1755825	Egicoccus
191494	Conexibacter
53634	Acidimicrobium
1177	Nostoc
1163	Anabaena
264688	Trichormus
56106	Cylindrospermum
1186	Calothrix
188910	Microchaete
373984	Rivularia
1203	Scytonema
1190	Fischerella
110103	Anabaenopsis
159191	Nodularia
752201	Sphaerospermopsis
748770	Dolichospermum
244599	Raphidiopsis
212347	Aulosira
111782	Tolypothrix
1129	Synechococcus
146785	Thermosynechococcus
167375	Cyanobium
13034	Dactylococcopsis
1142	Synechocystis
47251	Leptolyngbya
1218	Prochlorococcus
1152	Pseudanabaena
155977	Acaryochloris
217161	Chamaesiphon
170610	Halomicronema
43988	Cyanothece
44471	Microcoleus
54304	Planktothrix
35823	Arthrospira
1205	Trichodesmium
1158	Oscillatoria
1155738	Moorea
241421	Crinalium
63132	Geitlerinema
669357	Geminocystis
268175	Chondrocystis
102231	Gloeocapsa
1125	Microcystis
76023	Halothece
1453359	Candidatus
102234	Cyanobacterium
102115	Stanieria
44474	Pleurocapsa
54298	Chroococcidiopsis
33071	Gloeobacter
1188227	Gloeomargarita
2093	Mycoplasma
2129	Ureaplasma
295595	Candidatus
2132	Spiroplasma
46239	Mesoplasma
46238	Entomoplasma
33926	Candidatus
2147	Acholeplasma
1912503	Candidatus
1298	Deinococcus
332248	Truepera
270	Thermus
65551	Meiothermus
208447	Oceanithermus
186191	Marinithermus
61434	Dehalococcoides
670486	Dehalogenimonas
1107	Chloroflexus
120961	Roseiflexus
233189	Anaerolinea
1649478	Pelolinea
2019482	Brevefilum
2056	Sphaerobacter
499	Thermomicrobium
1988031	Candidatus
233191	Caldilinea
1005038	Fimbriimonas
1077265	Chthonomonas
262406	Thermobaculum
138	Borrelia
64895	Borreliella
157	Treponema
399320	Sphaerochaeta
146	Spirochaeta
1911556	Sediminispirochaeta
1616789	Salinispira
171	Leptospira
338321	Turneriella
29521	Brachyspira
59732	Chryseobacterium
237	Flavobacterium
308865	Elizabethkingia
1016	Capnocytophaga
34084	Riemerella
52959	Polaribacter
363408	Nonlabens
104267	Tenacibaculum
76831	Myroides
252356	Maribacter
104264	Cellulophaga
292691	Gramella
326319	Dokdonia
286104	Winogradskyella
225842	Formosa
290174	Aquimarina
291183	Lacinutrix
28250	Ornithobacterium
143222	Salegentibacter
111500	Muricauda
153265	Aequorivita
336276	Olleya
358023	Lutibacter
178469	Arenibacter
1013	Weeksella
112040	Zobellia
1209327	Flavivirga
221065	Kordia
417127	Zunongwangia
1287916	Euzebyella
527198	Mariniflexile
83612	Psychroflexus
393005	Tamlana
261827	Algibacter
444459	Flagellimonas
252306	Robiginitalea
389486	Sediminicola
49277	Psychroserpens
1649495	Seonamhaeicola
244698	Gillisia
1518147	Wenyingzhuangia
1176327	Aureitalea
379070	Gilvibacter
762641	Muriicola
1204360	Siansivirga
1778601	Apibacter
216431	Croceibacter
501783	Cloacibacterium
34098	Blattabacterium
336809	Candidatus
1940138	Candidatus
332102	Fluviicola
267986	Owenweeksia
1755829	Ichthyobacterium
838	Prevotella
577309	Paraprevotella
816	Bacteroides
836	Porphyromonas
307628	Petrimonas
1784836	Fermentimonas
511434	Candidatus
1918540	Muribaculum
2518495	Duncaniella
195950	Tannerella
375288	Parabacteroides
239759	Alistipes
1611681	Mucinivorans
283168	Odoribacter
574697	Butyricimonas
294702	Proteiniphilum
346096	Paludibacter
397864	Barnesiella
1471399	Draconibacterium
1193324	Alkalitalea
1970191	Salinivirga
89966	Hymenobacter
323449	Pontibacter
1379908	Rufibacter
105	Runella
107	Spirosoma
861914	Fibrella
120831	Dyadobacter
2173039	Arcticibacterium
978	Cytophaga
319458	Leadbetterella
1664383	Pseudarcicella
59740	Persicobacter
59739	Flammeovirga
869806	Marivirga
446458	Fabibacter
390846	Echinicola
68288	Cyclobacterium
246875	Algoriphagus
280472	Aquiflexum
232244	Belliella
273135	Candidatus
281119	Candidatus
1433993	Chryseolinea
1937972	Bernardetia
146918	Salinibacter
29548	Rhodothermus
28453	Sphingobacterium
84567	Pedobacter
423349	Mucilaginibacter
929509	Solitalea
1649482	Pseudopedobacter
79328	Chitinophaga
398041	Flavisolibacter
379899	Niabella
1769012	Arachidicoccus
354354	Niastella
1884792	Pseudoflavitalea
649460	Filimonas
2349	Haliscomenobacter
1007	Saprospira
1091	Chlorobium
1099	Pelodictyon
1101	Prosthecochloris
256319	Chlorobaculum
100715	Chloroherpeton
795750	Ignavibacterium
1134403	Melioribacter
2489367	Candidatus
1706036	Gemmatirosa
173479	Gemmatimonas
832	Fibrobacter
456826	Candidatus
810	Chlamydia
282132	Candidatus
112987	Neochlamydia
83551	Parachlamydia
34093	Simkania
71666	Waddlia
239934	Akkermansia
2735	Verrucomicrobium
178440	Opitutus
2576890	Nibricoccus
1961799	Lacunisphaera
2028344	Ereboglobus
442430	Coraliomargarita
511745	Methylacidiphilum
134550	Candidatus
